time,open,high,low,close,label
2025-02-05 10:46:00+00:00,2870.425,2870.515,2869.548,2870.065,1
2025-02-05 11:27:00+00:00,2869.335,2869.615,2869.075,2869.165,0
2025-02-05 11:58:00+00:00,2868.885,2868.905,2868.135,2868.195,0
2025-02-05 12:04:00+00:00,2869.475,2869.965,2869.165,2869.385,0
2025-02-05 12:11:00+00:00,2868.365,2868.885,2868.255,2868.285,0
2025-02-05 12:31:00+00:00,2869.255,2869.905,2869.085,2869.565,0
2025-02-05 12:41:00+00:00,2868.185,2868.185,2867.425,2867.495,0
2025-02-05 12:53:00+00:00,2869.158,2870.625,2868.978,2870.505,0
2025-02-05 13:14:00+00:00,2868.755,2869.901,2868.055,2868.205,1
2025-02-05 14:09:00+00:00,2863.535,2863.845,2862.705,2863.835,0
2025-02-05 16:49:00+00:00,2870.355,2870.665,2870.115,2870.605,1
2025-02-05 17:22:00+00:00,2871.975,2872.315,2871.435,2871.485,0
2025-02-05 18:04:00+00:00,2872.875,2873.325,2872.715,2873.275,0
2025-02-05 18:06:00+00:00,2872.698,2872.928,2872.085,2872.155,1
2025-02-05 19:19:00+00:00,2867.645,2868.055,2867.455,2867.615,0
2025-02-05 19:49:00+00:00,2866.625,2867.295,2866.405,2866.515,1
2025-02-05 20:32:00+00:00,2864.625,2865.715,2864.595,2865.655,0
2025-02-05 20:40:00+00:00,2863.328,2863.575,2863.035,2863.105,1
2025-02-05 21:29:00+00:00,2862.095,2863.175,2862.095,2863.015,0
2025-02-06 08:42:00+00:00,2856.358,2857.365,2856.285,2856.855,0
2025-02-06 09:25:00+00:00,2856.265,2856.555,2855.815,2855.835,0
2025-02-06 09:34:00+00:00,2857.835,2858.155,2857.525,2857.665,0
2025-02-06 10:07:00+00:00,2857.095,2857.615,2856.945,2857.095,0
2025-02-06 10:20:00+00:00,2859.498,2860.205,2859.495,2860.105,0
2025-02-06 10:57:00+00:00,2858.225,2858.735,2857.915,2858.675,0
2025-02-06 11:08:00+00:00,2860.385,2860.485,2859.935,2860.075,0
2025-02-06 11:13:00+00:00,2860.005,2860.425,2859.345,2859.405,0
2025-02-06 11:14:00+00:00,2859.455,2860.275,2859.335,2860.035,0
2025-02-06 11:27:00+00:00,2858.755,2859.425,2857.918,2858.845,0
2025-02-06 11:33:00+00:00,2860.095,2861.045,2859.785,2861.045,1
2025-02-06 12:46:00+00:00,2866.205,2866.485,2865.805,2866.385,1
2025-02-06 14:25:00+00:00,2858.305,2859.275,2858.225,2858.665,0
2025-02-06 14:31:00+00:00,2856.978,2857.005,2855.905,2856.165,1
2025-02-06 15:36:00+00:00,2845.975,2846.905,2845.415,2846.585,0
2025-02-06 16:33:00+00:00,2850.575,2850.625,2849.608,2849.705,0
2025-02-06 16:39:00+00:00,2851.715,2852.148,2851.638,2852.028,0
2025-02-06 16:52:00+00:00,2850.665,2850.715,2849.845,2850.355,0
2025-02-06 17:26:00+00:00,2850.685,2850.945,2850.415,2850.885,0
2025-02-06 17:31:00+00:00,2850.155,2850.175,2849.345,2849.355,0
2025-02-06 18:23:00+00:00,2850.655,2850.915,2849.685,2849.855,0
2025-02-06 18:30:00+00:00,2851.765,2852.065,2851.615,2851.655,0
2025-02-06 18:32:00+00:00,2850.915,2850.935,2850.165,2850.675,0
2025-02-06 18:43:00+00:00,2851.395,2852.575,2851.395,2852.535,0
2025-02-06 19:07:00+00:00,2850.775,2850.915,2850.465,2850.535,0
2025-02-06 19:18:00+00:00,2851.955,2852.265,2851.765,2852.105,0
2025-02-06 19:24:00+00:00,2851.345,2851.625,2851.195,2851.545,0
2025-02-06 20:33:00+00:00,2854.498,2854.815,2854.388,2854.388,0
2025-02-06 20:36:00+00:00,2854.905,2855.578,2854.825,2855.455,0
2025-02-06 20:48:00+00:00,2854.328,2854.338,2853.758,2854.198,0
2025-02-06 20:53:00+00:00,2855.428,2856.318,2855.338,2856.318,0
2025-02-06 21:17:00+00:00,2855.225,2855.345,2855.095,2855.245,0
2025-02-06 21:33:00+00:00,2855.635,2855.725,2855.515,2855.605,0
2025-02-06 21:34:00+00:00,2855.648,2855.805,2855.315,2855.345,0
2025-02-06 21:39:00+00:00,2855.355,2856.215,2855.155,2856.185,0
2025-02-07 10:58:00+00:00,2867.105,2867.215,2866.605,2867.115,0
2025-02-07 11:07:00+00:00,2865.685,2865.695,2865.305,2865.315,0
2025-02-07 11:21:00+00:00,2866.685,2866.965,2866.365,2866.555,0
2025-02-07 11:25:00+00:00,2866.295,2866.315,2865.815,2865.915,0
2025-02-07 11:38:00+00:00,2866.685,2867.255,2866.515,2867.005,0
2025-02-07 11:43:00+00:00,2866.265,2866.315,2864.935,2865.065,0
2025-02-07 11:45:00+00:00,2865.955,2866.865,2865.925,2866.795,0
2025-02-07 11:47:00+00:00,2866.385,2866.385,2865.875,2865.995,0
2025-02-07 11:51:00+00:00,2866.915,2867.595,2866.785,2867.595,0
2025-02-07 12:11:00+00:00,2866.445,2866.605,2865.968,2866.095,0
2025-02-07 12:36:00+00:00,2866.565,2866.875,2866.085,2866.325,0
2025-02-07 12:40:00+00:00,2866.175,2866.175,2865.435,2865.525,0
2025-02-07 13:39:00+00:00,2865.585,2867.815,2864.808,2867.815,0
2025-02-07 13:51:00+00:00,2864.098,2864.098,2859.875,2859.875,0
2025-02-07 14:13:00+00:00,2863.805,2864.038,2863.078,2863.698,1
2025-02-07 15:57:00+00:00,2882.678,2882.678,2878.925,2879.095,0
2025-02-07 17:57:00+00:00,2859.485,2859.945,2858.835,2859.175,1
2025-02-07 18:44:00+00:00,2861.615,2861.768,2861.275,2861.455,0
2025-02-07 19:09:00+00:00,2862.205,2862.985,2862.155,2862.785,0
2025-02-07 19:19:00+00:00,2861.555,2861.775,2860.868,2860.988,0
2025-02-07 19:48:00+00:00,2862.265,2862.295,2861.325,2861.555,0
2025-02-07 19:59:00+00:00,2860.645,2860.975,2859.845,2859.865,0
2025-02-07 20:05:00+00:00,2861.605,2862.675,2861.235,2862.555,0
2025-02-07 20:24:00+00:00,2861.265,2861.265,2860.535,2860.695,0
2025-02-07 21:04:00+00:00,2861.195,2861.815,2860.705,2860.805,0
2025-02-07 21:37:00+00:00,2860.705,2860.979,2860.628,2860.865,0
2025-02-10 10:25:00+00:00,2902.485,2902.605,2901.415,2901.565,1
2025-02-10 10:58:00+00:00,2901.955,2902.205,2901.778,2902.195,1
2025-02-10 11:13:00+00:00,2901.325,2901.595,2900.715,2900.965,1
2025-02-10 12:35:00+00:00,2904.335,2904.695,2903.815,2904.095,0
2025-02-10 12:52:00+00:00,2905.755,2906.635,2905.665,2906.255,0
2025-02-10 12:59:00+00:00,2903.235,2903.685,2902.515,2902.725,0
2025-02-10 13:15:00+00:00,2904.755,2905.095,2903.428,2904.825,1
2025-02-10 13:28:00+00:00,2903.395,2904.305,2903.165,2903.425,1
2025-02-10 14:19:00+00:00,2901.785,2903.575,2901.645,2903.535,0
2025-02-10 15:32:00+00:00,2906.708,2906.848,2905.598,2906.145,0
2025-02-10 15:36:00+00:00,2908.598,2908.845,2907.905,2908.665,1
2025-02-10 15:47:00+00:00,2906.995,2907.185,2906.268,2906.635,0
2025-02-10 16:00:00+00:00,2908.905,2909.265,2908.195,2908.525,0
2025-02-10 16:13:00+00:00,2907.875,2907.875,2907.278,2907.555,1
2025-02-10 17:44:00+00:00,2901.755,2901.755,2901.155,2901.485,0
2025-02-10 19:17:00+00:00,2905.005,2905.098,2904.798,2904.898,1
2025-02-10 20:17:00+00:00,2904.245,2904.885,2904.105,2904.765,0
2025-02-10 20:27:00+00:00,2903.325,2903.565,2903.095,2903.295,0
2025-02-10 20:48:00+00:00,2904.135,2904.555,2903.765,2904.555,1
2025-02-11 08:46:00+00:00,2911.495,2911.555,2910.335,2910.755,1
2025-02-11 09:11:00+00:00,2910.845,2911.515,2910.515,2911.385,0
2025-02-11 09:18:00+00:00,2909.865,2910.285,2909.715,2910.075,1
2025-02-11 10:34:00+00:00,2904.935,2906.315,2904.775,2906.305,0
2025-02-11 10:40:00+00:00,2904.385,2904.875,2903.955,2903.955,0
2025-02-11 11:07:00+00:00,2905.515,2905.585,2904.765,2905.385,0
2025-02-11 11:36:00+00:00,2904.675,2904.675,2903.305,2903.805,0
2025-02-11 11:51:00+00:00,2905.105,2906.535,2905.105,2906.485,0
2025-02-11 11:59:00+00:00,2904.165,2904.355,2903.665,2903.775,1
2025-02-11 13:34:00+00:00,2888.505,2890.895,2888.385,2890.455,1
2025-02-11 14:55:00+00:00,2899.995,2900.275,2898.525,2898.935,1
2025-02-11 15:13:00+00:00,2900.955,2901.165,2899.755,2900.515,0
2025-02-11 15:23:00+00:00,2897.635,2897.815,2896.675,2897.425,0
2025-02-11 15:36:00+00:00,2899.165,2900.695,2898.875,2900.645,1
2025-02-11 16:37:00+00:00,2903.525,2903.835,2903.175,2903.398,0
2025-02-11 17:23:00+00:00,2902.095,2902.935,2901.985,2902.795,1
2025-02-11 18:07:00+00:00,2904.575,2904.925,2904.055,2904.265,0
2025-02-11 18:15:00+00:00,2905.405,2905.885,2905.165,2905.685,0
2025-02-11 18:23:00+00:00,2904.895,2905.265,2904.775,2905.075,0
2025-02-11 18:43:00+00:00,2905.715,2906.185,2905.435,2905.655,0
2025-02-11 19:09:00+00:00,2904.775,2904.935,2904.675,2904.795,0
2025-02-11 20:51:00+00:00,2896.775,2897.665,2896.705,2897.615,0
2025-02-12 08:36:00+00:00,2893.655,2893.915,2893.035,2893.535,0
2025-02-12 08:48:00+00:00,2891.205,2891.605,2890.635,2891.605,0
2025-02-12 09:20:00+00:00,2892.555,2893.255,2892.055,2892.965,0
2025-02-12 09:24:00+00:00,2891.455,2891.485,2890.425,2890.685,0
2025-02-12 10:27:00+00:00,2888.815,2889.205,2888.725,2889.185,0
2025-02-12 10:31:00+00:00,2887.515,2887.715,2885.439,2885.638,1
2025-02-12 11:34:00+00:00,2882.509,2883.925,2882.499,2883.775,0
2025-02-12 11:53:00+00:00,2882.405,2882.409,2881.708,2881.708,1
2025-02-12 12:22:00+00:00,2882.635,2883.835,2882.585,2883.835,0
2025-02-12 12:35:00+00:00,2882.505,2882.645,2881.009,2881.089,0
2025-02-12 12:38:00+00:00,2881.729,2883.825,2881.609,2883.755,0
2025-02-12 12:45:00+00:00,2881.628,2882.375,2881.505,2881.875,0
2025-02-12 12:46:00+00:00,2881.895,2883.055,2881.895,2882.629,1
2025-02-12 13:10:00+00:00,2882.465,2882.545,2880.925,2882.145,1
2025-02-12 13:54:00+00:00,2876.685,2878.865,2875.875,2876.435,1
2025-02-12 15:03:00+00:00,2891.415,2891.895,2889.585,2889.585,1
2025-02-12 15:25:00+00:00,2894.075,2894.405,2892.865,2893.005,1
2025-02-12 16:16:00+00:00,2893.555,2894.145,2892.045,2892.055,0
2025-02-12 16:31:00+00:00,2894.025,2895.455,2893.775,2895.445,0
2025-02-12 17:43:00+00:00,2902.215,2902.415,2901.735,2902.125,0
2025-02-12 18:36:00+00:00,2902.375,2903.025,2902.325,2902.735,0
2025-02-12 18:44:00+00:00,2901.515,2901.765,2901.025,2901.475,0
2025-02-12 19:53:00+00:00,2897.048,2897.465,2896.975,2897.385,0
2025-02-12 20:05:00+00:00,2895.878,2896.265,2895.805,2896.005,0
2025-02-12 20:13:00+00:00,2897.415,2897.618,2897.175,2897.525,1
2025-02-13 08:41:00+00:00,2909.855,2910.348,2909.305,2909.848,0
2025-02-13 08:47:00+00:00,2912.085,2912.805,2911.505,2912.585,0
2025-02-13 08:54:00+00:00,2910.835,2911.055,2910.625,2910.755,0
2025-02-13 09:09:00+00:00,2912.315,2913.035,2912.125,2912.695,0
2025-02-13 11:05:00+00:00,2916.998,2917.275,2916.398,2916.475,0
2025-02-13 11:13:00+00:00,2917.615,2917.685,2917.325,2917.645,0
2025-02-13 11:16:00+00:00,2917.415,2917.515,2916.595,2916.815,0
2025-02-13 11:35:00+00:00,2917.295,2917.975,2917.225,2917.815,0
2025-02-13 11:40:00+00:00,2916.848,2917.148,2916.548,2916.548,0
2025-02-13 11:44:00+00:00,2917.405,2917.825,2917.215,2917.625,0
2025-02-13 11:46:00+00:00,2917.185,2917.215,2915.285,2916.295,0
2025-02-13 12:00:00+00:00,2917.785,2918.515,2917.705,2918.175,0
2025-02-13 12:53:00+00:00,2918.795,2918.965,2917.518,2917.685,1
2025-02-13 14:14:00+00:00,2912.025,2912.185,2910.515,2911.565,0
2025-02-13 14:28:00+00:00,2910.145,2910.875,2909.565,2909.925,0
2025-02-13 14:37:00+00:00,2911.635,2913.315,2911.395,2912.925,1
2025-02-13 15:32:00+00:00,2915.865,2916.815,2915.685,2916.485,0
2025-02-13 15:35:00+00:00,2916.235,2918.855,2916.045,2918.765,0
2025-02-13 16:17:00+00:00,2917.265,2918.285,2916.485,2917.495,0
2025-02-13 17:12:00+00:00,2915.575,2916.565,2915.415,2916.205,0
2025-02-13 17:34:00+00:00,2915.485,2915.625,2914.668,2914.948,0
2025-02-13 17:39:00+00:00,2916.275,2916.715,2916.088,2916.655,0
2025-02-13 18:15:00+00:00,2915.645,2916.485,2915.585,2916.485,0
2025-02-13 18:33:00+00:00,2917.875,2918.995,2917.775,2918.615,0
2025-02-13 20:07:00+00:00,2925.445,2925.945,2925.325,2925.405,0
2025-02-13 20:16:00+00:00,2926.205,2926.805,2926.165,2926.765,0
2025-02-13 20:48:00+00:00,2924.845,2925.895,2924.665,2925.705,0
2025-02-13 20:55:00+00:00,2927.705,2927.735,2927.275,2927.555,0
2025-02-13 21:57:00+00:00,2927.948,2928.575,2927.948,2928.148,0
2025-02-14 08:46:00+00:00,2933.535,2934.115,2933.235,2934.115,0
2025-02-14 08:47:00+00:00,2934.085,2935.175,2933.978,2934.805,0
2025-02-14 10:11:00+00:00,2936.005,2936.855,2935.955,2936.675,0
2025-02-14 10:46:00+00:00,2936.478,2936.528,2935.945,2936.138,0
2025-02-14 12:28:00+00:00,2931.605,2932.955,2931.495,2932.945,0
2025-02-14 12:31:00+00:00,2930.705,2931.135,2930.705,2931.005,1
2025-02-14 13:33:00+00:00,2931.015,2933.005,2930.735,2931.725,0
2025-02-14 13:42:00+00:00,2925.775,2926.155,2923.445,2924.825,1
2025-02-14 14:19:00+00:00,2924.365,2924.905,2923.725,2924.115,1
2025-02-14 14:41:00+00:00,2922.105,2922.785,2921.725,2922.595,0
2025-02-14 14:42:00+00:00,2922.605,2924.885,2922.495,2924.885,0
2025-02-14 14:47:00+00:00,2923.165,2923.515,2920.575,2920.788,0
2025-02-14 16:59:00+00:00,2895.965,2896.295,2895.375,2895.655,0
2025-02-14 17:12:00+00:00,2893.835,2893.965,2892.905,2893.085,0
2025-02-14 19:03:00+00:00,2885.055,2885.265,2884.865,2885.055,0
2025-02-14 19:20:00+00:00,2883.985,2884.265,2883.865,2884.155,0
2025-02-14 20:21:00+00:00,2881.375,2881.775,2881.345,2881.695,0
2025-02-14 20:34:00+00:00,2880.035,2880.195,2879.765,2879.855,1
2025-02-14 20:55:00+00:00,2880.935,2882.455,2880.869,2882.425,1
2025-02-14 21:46:00+00:00,2882.745,2882.835,2882.565,2882.825,0
2025-02-14 21:48:00+00:00,2882.895,2883.405,2882.705,2883.175,0
2025-02-14 21:55:00+00:00,2882.785,2882.935,2882.398,2882.498,0
2025-02-17 10:01:00+00:00,2902.205,2902.295,2901.585,2901.905,0
2025-02-17 10:55:00+00:00,2901.285,2901.595,2901.035,2901.515,0
2025-02-17 11:13:00+00:00,2899.348,2899.575,2898.778,2899.065,0
2025-02-17 11:39:00+00:00,2900.295,2900.895,2900.135,2900.725,0
2025-02-17 11:52:00+00:00,2900.065,2900.215,2899.738,2899.738,0
2025-02-17 11:59:00+00:00,2900.415,2900.875,2900.385,2900.825,0
2025-02-17 12:37:00+00:00,2898.665,2899.275,2898.485,2899.215,0
2025-02-17 12:58:00+00:00,2897.565,2898.235,2897.565,2897.875,0
2025-02-17 13:31:00+00:00,2898.335,2898.745,2898.235,2898.365,0
2025-02-17 13:35:00+00:00,2897.635,2897.765,2896.725,2896.745,0
2025-02-17 14:05:00+00:00,2897.375,2898.405,2897.245,2898.375,0
2025-02-17 15:17:00+00:00,2899.425,2900.065,2899.295,2899.525,0
2025-02-17 15:23:00+00:00,2901.265,2901.815,2901.165,2901.315,0
2025-02-17 15:29:00+00:00,2899.445,2899.755,2899.095,2899.385,0
2025-02-17 15:34:00+00:00,2900.465,2900.835,2900.265,2900.775,0
2025-02-17 15:43:00+00:00,2900.195,2900.255,2899.005,2899.195,0
2025-02-17 16:06:00+00:00,2899.985,2900.405,2899.875,2900.305,0
2025-02-17 16:22:00+00:00,2899.075,2899.115,2898.665,2898.825,0
2025-02-17 16:54:00+00:00,2899.525,2899.725,2899.275,2899.625,0
2025-02-17 17:42:00+00:00,2898.675,2898.745,2898.495,2898.635,0
2025-02-17 18:03:00+00:00,2898.875,2899.055,2898.855,2898.905,0
2025-02-17 18:08:00+00:00,2898.465,2898.545,2898.318,2898.318,0
2025-02-17 18:57:00+00:00,2898.005,2898.085,2897.875,2898.085,0
2025-02-17 19:05:00+00:00,2897.695,2897.745,2897.525,2897.525,0
2025-02-17 19:20:00+00:00,2898.185,2898.325,2898.085,2898.165,1
2025-02-18 09:17:00+00:00,2911.225,2911.375,2910.465,2910.465,0
2025-02-18 09:29:00+00:00,2911.755,2912.005,2911.675,2911.895,0
2025-02-18 09:46:00+00:00,2911.535,2911.545,2910.565,2910.595,0
2025-02-18 09:53:00+00:00,2911.815,2911.865,2911.195,2911.765,0
2025-02-18 10:13:00+00:00,2911.895,2911.965,2911.395,2911.625,0
2025-02-18 10:56:00+00:00,2910.795,2910.895,2910.105,2910.195,0
2025-02-18 13:10:00+00:00,2914.185,2915.445,2913.795,2915.215,0
2025-02-18 13:25:00+00:00,2915.875,2917.115,2915.865,2916.775,0
2025-02-18 15:33:00+00:00,2925.775,2925.825,2924.165,2924.325,0
2025-02-18 15:42:00+00:00,2926.945,2928.295,2926.945,2928.295,0
2025-02-18 16:03:00+00:00,2926.075,2926.075,2924.345,2924.385,0
2025-02-18 16:12:00+00:00,2927.139,2927.655,2926.925,2927.485,0
2025-02-18 17:43:00+00:00,2931.415,2931.465,2930.855,2930.978,0
2025-02-18 18:10:00+00:00,2930.998,2931.698,2930.965,2931.605,0
2025-02-18 18:13:00+00:00,2930.575,2930.655,2929.938,2929.999,0
2025-02-18 18:33:00+00:00,2931.125,2931.535,2930.905,2931.495,0
2025-02-18 19:18:00+00:00,2932.035,2932.158,2931.745,2931.765,0
2025-02-18 19:24:00+00:00,2932.715,2932.878,2932.658,2932.675,1
2025-02-18 20:23:00+00:00,2935.245,2935.355,2935.105,2935.215,0
2025-02-18 21:40:00+00:00,2934.025,2934.865,2934.025,2934.665,0
2025-02-19 08:50:00+00:00,2936.985,2937.065,2936.205,2936.645,0
2025-02-19 08:57:00+00:00,2937.805,2938.295,2937.755,2938.175,0
2025-02-19 10:14:00+00:00,2942.885,2942.925,2942.485,2942.805,0
2025-02-19 10:38:00+00:00,2944.475,2945.025,2944.445,2944.695,0
2025-02-19 11:10:00+00:00,2944.185,2944.365,2943.745,2943.995,0
2025-02-19 12:40:00+00:00,2936.335,2936.485,2935.985,2936.205,0
2025-02-19 12:56:00+00:00,2934.375,2934.525,2933.175,2933.395,0
2025-02-19 13:02:00+00:00,2935.965,2937.935,2935.765,2937.765,1
2025-02-19 13:50:00+00:00,2937.255,2937.359,2936.265,2936.425,1
2025-02-19 14:11:00+00:00,2938.415,2939.455,2938.235,2939.295,0
2025-02-19 14:19:00+00:00,2936.038,2936.255,2935.205,2935.985,0
2025-02-19 14:46:00+00:00,2936.145,2936.755,2935.815,2936.615,1
2025-02-19 15:07:00+00:00,2935.765,2936.508,2935.378,2935.528,0
2025-02-19 15:11:00+00:00,2937.608,2938.108,2937.418,2938.098,0
2025-02-19 15:14:00+00:00,2937.548,2937.605,2935.315,2935.315,0
2025-02-19 15:32:00+00:00,2937.595,2938.595,2937.525,2938.475,0
2025-02-19 15:42:00+00:00,2935.605,2935.705,2934.855,2935.215,1
2025-02-19 16:46:00+00:00,2928.825,2928.955,2928.285,2928.395,0
2025-02-19 17:03:00+00:00,2926.785,2927.178,2926.525,2926.935,0
2025-02-19 17:05:00+00:00,2927.448,2928.638,2927.148,2928.598,0
2025-02-19 17:27:00+00:00,2926.718,2927.595,2926.555,2927.195,1
2025-02-19 18:41:00+00:00,2922.265,2923.625,2922.155,2923.425,1
2025-02-19 20:54:00+00:00,2933.715,2933.975,2933.305,2933.375,0
2025-02-19 20:57:00+00:00,2934.015,2934.935,2933.785,2934.785,0
2025-02-19 21:25:00+00:00,2934.585,2934.585,2934.315,2934.355,0
2025-02-20 09:28:00+00:00,2952.605,2953.125,2952.515,2953.095,1
2025-02-20 10:03:00+00:00,2952.015,2952.435,2951.668,2952.235,0
2025-02-20 10:38:00+00:00,2952.365,2952.485,2951.305,2951.895,1
2025-02-20 11:32:00+00:00,2951.765,2951.895,2951.555,2951.605,0
2025-02-20 11:37:00+00:00,2950.935,2951.135,2950.148,2950.285,1
2025-02-20 12:10:00+00:00,2950.345,2950.635,2950.085,2950.395,0
2025-02-20 12:11:00+00:00,2950.375,2950.635,2946.485,2947.315,0
2025-02-20 13:00:00+00:00,2945.385,2947.055,2945.385,2946.565,0
2025-02-20 13:06:00+00:00,2943.995,2944.065,2942.645,2942.745,0
2025-02-20 13:23:00+00:00,2944.135,2945.195,2943.945,2945.175,0
2025-02-20 13:24:00+00:00,2945.195,2945.275,2942.645,2942.685,0
2025-02-20 13:32:00+00:00,2944.785,2947.235,2944.785,2946.445,0
2025-02-20 13:42:00+00:00,2943.465,2943.475,2940.755,2941.285,1
2025-02-20 14:34:00+00:00,2933.225,2934.395,2933.165,2934.195,1
2025-02-20 15:03:00+00:00,2932.915,2933.155,2931.715,2932.685,0
2025-02-20 15:07:00+00:00,2936.195,2937.195,2935.275,2937.005,0
2025-02-20 15:15:00+00:00,2934.165,2934.895,2933.895,2934.025,0
2025-02-20 15:19:00+00:00,2936.185,2936.735,2935.705,2936.185,0
2025-02-20 15:21:00+00:00,2934.885,2934.885,2934.265,2934.435,0
2025-02-20 15:24:00+00:00,2934.935,2937.928,2934.785,2937.848,0
2025-02-20 15:33:00+00:00,2933.668,2935.248,2933.355,2934.748,0
2025-02-20 15:35:00+00:00,2935.715,2936.135,2935.145,2935.685,0
2025-02-20 15:37:00+00:00,2935.065,2935.365,2934.755,2934.915,0
2025-02-20 15:42:00+00:00,2935.825,2936.675,2935.745,2936.415,1
2025-02-20 17:02:00+00:00,2941.355,2941.985,2940.465,2940.585,0
2025-02-20 17:32:00+00:00,2942.405,2942.985,2941.865,2942.825,1
2025-02-20 18:38:00+00:00,2940.635,2940.855,2940.375,2940.625,0
2025-02-20 18:39:00+00:00,2940.625,2940.755,2940.188,2940.188,0
2025-02-20 18:44:00+00:00,2940.785,2941.345,2940.655,2940.995,0
2025-02-20 19:04:00+00:00,2940.185,2940.455,2939.885,2940.335,0
2025-02-20 19:55:00+00:00,2938.025,2938.545,2937.975,2938.455,0
2025-02-20 20:10:00+00:00,2937.395,2937.465,2936.895,2936.945,0
2025-02-20 20:51:00+00:00,2937.185,2937.805,2937.095,2937.775,0
2025-02-20 21:57:00+00:00,2939.245,2939.445,2938.375,2938.455,1
2025-02-21 09:00:00+00:00,2923.065,2925.555,2922.835,2925.555,0
2025-02-21 11:44:00+00:00,2932.455,2932.475,2931.475,2931.625,1
2025-02-21 12:16:00+00:00,2931.685,2932.315,2931.685,2932.245,0
2025-02-21 13:15:00+00:00,2932.598,2933.705,2932.598,2933.225,0
2025-02-21 13:21:00+00:00,2931.595,2931.595,2930.435,2930.585,0
2025-02-21 13:23:00+00:00,2932.225,2933.045,2932.225,2932.705,0
2025-02-21 13:31:00+00:00,2930.018,2930.198,2926.675,2929.265,0
2025-02-21 13:52:00+00:00,2931.785,2932.595,2931.745,2932.285,0
2025-02-21 14:35:00+00:00,2930.735,2930.795,2928.768,2930.005,0
2025-02-21 14:47:00+00:00,2936.415,2938.165,2936.158,2937.415,0
2025-02-21 15:02:00+00:00,2930.385,2932.665,2930.385,2932.365,0
2025-02-21 15:51:00+00:00,2929.545,2931.045,2929.415,2930.895,0
2025-02-21 18:12:00+00:00,2938.945,2939.315,2937.805,2938.025,0
